      16,   0.004456,   0.967649,   0.184887
      32,   0.006165,   0.965940,   0.184887
      47,   0.008484,   0.967405,   0.183910
      63,   0.005066,   0.973387,   0.181835
      79,   0.005188,   0.972166,   0.181102
      94,   0.007264,   0.970457,   0.184276
     110,   0.005921,   0.970823,   0.185497
     125,   0.004212,   0.968504,   0.183666
     141,   0.004578,   0.966184,   0.180614
     157,   0.000671,   0.968382,   0.179515
     172,   0.003479,   0.968870,   0.185131
     188,   0.005799,   0.972044,   0.177806
     204,   0.003113,   0.960081,   0.182689
     220,   0.007020,   0.960203,   0.183910
     235,   0.004822,   0.964353,   0.183544
     251,   0.004700,   0.967894,   0.180736
     266,   0.002014,   0.965086,   0.177440
     282,   0.003845,   0.961668,   0.181224
     297,   0.005188,   0.973997,   0.180004
     313,   0.007386,   0.964964,   0.180858
     329,   0.007264,   0.972533,   0.183910
     344,   0.009095,   0.964109,   0.179760
     360,   0.011658,   1.016358,   0.194165
     375,   0.006043,   1.000854,   0.191113
     391,   0.012757,   0.969969,   0.183178
     407,   0.004090,   0.975707,   0.180126
     422,   0.006897,   0.972533,   0.186962
     438,   0.001648,   0.972899,   0.181347
     454,   0.004334,   0.954343,   0.184154
     469,  -0.000427,   0.959104,   0.183056
     485,   0.003479,   0.980345,   0.181835
     500,   0.005066,   0.968016,   0.183056
     516,   0.006897,   0.974852,   0.183056
     532,   0.002258,   0.968626,   0.184520
     547,   0.002014,   0.969725,   0.181224
     563,   0.004334,   0.967894,   0.182934
     579,   0.004944,   0.979125,   0.181347
     594,   0.005310,   0.969114,   0.178905
     610,   0.001404,   0.973021,   0.182811
     625,   0.006043,   0.972777,   0.177684
     641,   0.001892,   0.969481,   0.182201
     657,   0.000549,   0.971068,   0.185131
     672,   0.003968,   0.964353,   0.183178
     688,   0.003845,   0.969847,   0.181224
     704,   0.002380,   0.965574,   0.179393
     719,   0.006165,   0.969236,   0.184398
     735,   0.020814,   0.975707,   0.215040
     750,   0.010926,   0.932979,   0.191601
     766,   0.020814,   0.944943,   0.171702
     782,   0.003235,   0.962766,   0.172557
     797,   0.004456,   0.969358,   0.184520
     813,  -0.002747,   0.990844,   0.185131
     829,   0.003357,   0.963987,   0.181957
     844,   0.006775,   0.954343,   0.181347
     860,   0.003968,   0.959104,   0.180004
     879,   0.001038,   0.964109,   0.180980
     891,   0.006165,   0.974730,   0.179882
     907,   0.009705,   0.972899,   0.181835
     922,   0.005677,   0.968138,   0.177562
     938,   0.003479,   0.956418,   0.190869
     954,   0.000916,   0.966307,   0.187206
     969,   0.001770,   0.968504,   0.175365
     985,   0.009095,   0.963987,   0.182689
    1001,   0.005188,   0.970457,   0.184276
    1016,   0.005066,   0.971556,   0.186108
    1032,   0.008606,   0.965940,   0.182201
    1047,   0.005921,   0.971312,   0.182445
    1063,   0.007264,   0.967039,   0.177562
    1079,   0.002014,   0.969603,   0.178172
    1098,  -0.000183,   0.971068,   0.182934
    1110,   0.007264,   0.963377,   0.182934
    1125,   0.005921,   0.969114,   0.177806
    1141,   0.006531,   0.966062,   0.179149
    1157,   0.000305,   0.974730,   0.182934
    1172,   0.002747,   0.967039,   0.183910
    1188,   0.005066,   0.968870,   0.179637
    1204,   0.004822,   0.969481,   0.180004
    1219,   0.004944,   0.952145,   0.182934
    1235,   0.007142,   0.971800,   0.182201
    1251,   0.008851,   0.973509,   0.183910
    1267,   0.008362,   0.968992,   0.180492
    1282,   0.000061,   0.973509,   0.176830
    1297,   0.002014,   0.970213,   0.185253
    1313,   0.004578,   0.969969,   0.185009
