      14,   0.909296,  -0.139108,   0.146676
      29,   0.906000,  -0.062443,   0.177562
      45,   0.912836,  -0.101264,   0.154001
      61,   0.920771,  -0.157175,   0.131050
      76,   0.932979,  -0.212598,   0.107001
      92,   0.949216,  -0.187817,   0.114082
     107,   0.951413,  -0.166209,   0.116889
     123,   0.954465,  -0.154367,   0.120552
     139,   0.957761,  -0.143502,   0.124214
     154,   0.963255,  -0.133492,   0.120063
     170,   0.967649,  -0.134347,   0.119453
     186,   0.992309,  -0.167918,   0.072575
     201,   0.994629,  -0.168773,   0.071721
     217,   0.995605,  -0.163645,   0.074406
     233,   0.979491,  -0.162180,   0.082341
     248,   0.959470,  -0.162791,   0.082830
     264,   0.964109,  -0.158274,   0.075871
     281,   0.963255,  -0.172435,   0.072453
     295,   0.959592,  -0.179515,   0.075871
     311,   0.954953,  -0.193432,   0.072209
     326,   0.949094,  -0.209913,   0.101996
     342,   1.006714,  -0.184032,   0.085027
     357,   0.988769,  -0.219435,   0.075505
     373,   0.975218,  -0.225905,   0.071355
     389,   0.974974,  -0.223952,   0.063542
     405,   0.973997,  -0.213087,   0.054508
     420,   0.969847,  -0.190014,   0.066715
     436,   0.963743,  -0.201001,   0.075627
     451,   0.931636,  -0.229567,   0.101264
     467,   0.917475,  -0.235427,   0.107978
     482,   0.941403,  -0.233352,   0.092962
     498,   0.988158,  -0.210279,   0.073674
     514,   0.998291,  -0.212232,   0.066960
     531,   0.987792,  -0.229933,   0.072453
     545,   0.971556,  -0.232741,   0.062565
     561,   0.960325,  -0.223097,   0.062199
     576,   0.942746,  -0.186352,   0.069157
     592,   0.920161,  -0.180004,   0.082464
     607,   0.932003,  -0.187328,   0.084051
     623,   0.964720,  -0.204908,   0.091497
     639,   0.981566,  -0.221754,   0.086004
     654,   0.980223,  -0.203198,   0.086492
     670,   0.967283,  -0.191235,   0.081121
     686,   0.963865,  -0.194287,   0.066593
     701,   0.963499,  -0.198071,   0.062931
     717,   0.965452,  -0.200757,   0.057315
     732,   0.951169,  -0.194043,   0.053409
     748,   0.965330,  -0.190136,   0.054874
     764,   0.967039,  -0.199780,   0.049380
     779,   0.953488,  -0.201367,   0.067692
     795,   0.942135,  -0.206128,   0.083318
     811,   0.937130,  -0.210523,   0.086492
     826,   0.966551,  -0.193188,   0.072331
     842,   0.971312,  -0.191967,   0.071232
     857,   1.002442,  -0.186474,   0.051456
     873,   1.015748,  -0.217237,   0.063664
     889,   0.991577,  -0.228957,   0.057438
     904,   0.970579,  -0.234694,   0.054142
     920,   0.958494,  -0.224440,   0.053775
     936,   0.960691,  -0.212476,   0.054142
     951,   0.986816,  -0.149728,   0.033388
     968,   0.971678,  -0.149850,   0.058414
     983,   0.969358,  -0.168773,   0.059513
     998,   0.976317,  -0.177684,   0.068425
    1014,   0.978148,  -0.168773,   0.055362
    1029,   1.004395,  -0.134469,   0.013368
    1045,   1.011353,  -0.142404,   0.015199
    1061,   0.992431,  -0.172435,   0.035830
    1076,   0.977171,  -0.176341,   0.030092
    1092,   0.973997,  -0.171580,   0.030092
    1107,   0.945309,  -0.160960,   0.045840
    1123,   0.911738,  -0.125557,   0.060978
    1139,   0.929317,  -0.083318,   0.058170
    1154,   0.942623,  -0.100287,   0.059635
    1170,   0.976317,  -0.146676,   0.055973
    1186,   0.997925,  -0.148752,   0.050723
    1201,   0.975462,  -0.084783,   0.028627
    1217,   0.961668,  -0.067936,   0.028871
    1233,   0.950681,  -0.066349,   0.037173
    1248,   0.951779,  -0.074284,   0.034853
    1264,   0.964842,  -0.065617,   0.041690
    1279,   0.977293,  -0.062321,   0.053653
    1295,   0.976805,  -0.055118,   0.069035
    1311,   0.977049,  -0.050113,   0.069157
    1326,   0.982177,  -0.054386,   0.082464
    1342,   0.994506,  -0.059635,   0.073063
    1357,   1.023317,  -0.062077,   0.051090
    1373,   1.058475,  -0.053043,   0.032900
    1389,   1.026857,  -0.037539,   0.039736
    1404,   0.996094,  -0.032778,   0.042422
    1420,   0.975829,  -0.020692,   0.050723
    1436,   0.964842,  -0.009583,   0.058780
    1451,   0.960813,   0.000549,   0.060001
    1468,   0.966184,  -0.006775,   0.058414
    1483,   0.962766,  -0.005921,   0.059269
    1498,   0.960203,  -0.004456,   0.060245
    1514,   0.969481,  -0.013123,   0.056827
    1531,   0.993286,  -0.001526,   0.045108
    1545,   1.016603,   0.003235,   0.053775
    1561,   1.019532,   0.002991,   0.054264
    1576,   1.008667,   0.025209,   0.030581
    1592,   0.996582,   0.039004,   0.006775
    1608,   0.983153,   0.058414,   0.003601
    1623,   0.960935,   0.100775,   0.038638
    1639,   0.973021,   0.122993,   0.043521
    1654,   0.986327,   0.132638,   0.045352
    1670,   0.965696,   0.145944,   0.066105
    1686,   0.970457,   0.168162,   0.052554
    1701,   0.993774,   0.208570,   0.031801
    1717,   1.003296,   0.243362,   0.022279
    1732,   0.978026,   0.251297,   0.028261
    1748,   0.925533,   0.251663,   0.055240
    1764,   0.907465,   0.258622,   0.051944
    1779,   0.893304,   0.262406,   0.044742
    1795,   0.914546,   0.292926,   0.034121
